" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de resoluciones judiciales                                                                                                  ," Falta de adopción de resoluciones judiciales que respeten, protejan y garanticen el derecho a la propiedad"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de legislación                                                                                                              , Caso específico de no realización del derecho a la propiedad en términos de legislación
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de legislación                                                                                                              ," Falta de cumplimiento de la legislación que respete, proteja y garantice el derecho a la propiedad"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de legislación                                                                                                              ," Adopción de  legislación regresiva en la protección, respeto y garantía del derecho a la propiedad"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de legislación                                                                                                              ," Falta de adopción de legislación que respete, proteja y garantice el derecho a la propiedad"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de políticas públicas                                                                                                       , Caso específico de no realización del derecho a la propiedad en términos de políticas públicas
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de políticas públicas                                                                                                       ," Falta de implementación de políticas públicas que respeten, protejan y garanticen el derecho a la propiedad"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de políticas públicas                                                                                                       ," Establecimiento de políticas públicas regresivas en cuanto al respeto, protección y garantía del derecho a la propiedad"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Violaciones al derecho a la propiedad en términos de políticas públicas                                                                                                       ," Falta de establecimiento de políticas públicas que respeten, protejan y garanticen el derecho a la propiedad"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Expropiación arbitraria                                                                                                                                                       ,
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la propiedad                                                                            , Negación de título de propiedad de la tierra                                                                                                                                  ,
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de políticas públicas                                                                                     ," Falta de establecimiento de políticas públicas que respeten, protejan y garanticen el derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de políticas públicas                                                                                     , Caso específico de no realización del derecho al acceso a la propiedad pública en términos de políticas públicas
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de políticas públicas                                                                                     ," Falta de implementación de políticas públicas que respeten, protejan y garanticen el derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de políticas públicas                                                                                     ," Establecimiento de políticas públicas regresivas en cuanto al respeto, protección y garantía del derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de resoluciones judiciales                                                                                , Caso específico de no realización del derecho al acceso a la propiedad pública en términos de resoluciones judiciales
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de resoluciones judiciales                                                                                ," Falta de cumplimiento de resoluciones judiciales que respeten, protejan y garanticen el derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de resoluciones judiciales                                                                                ," Adopción de resoluciones judiciales regresivas en el respeto, protección y garantía del derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de resoluciones judiciales                                                                                ," Falta de adopción de resoluciones judiciales que respeten, protejan y garanticen el derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de legislación                                                                                            , Caso específico de no realización del derecho al acceso a la propiedad pública en términos de legislación
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de legislación                                                                                            ," Falta de cumplimiento de la legislación que respete, proteja y garantice el derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de legislación                                                                                            ," Adopción de  legislación regresiva en la protección, respeto y garantía del derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a la propiedad pública                                                          , Violaciones al derecho al acceso a la propiedad pública en términos de legislación                                                                                            ," Falta de adopción de legislación que respete, proteja y garantice el derecho al acceso a la propiedad pública"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la protección de los intereses morales y materiales                                                                                                  , Violaciones al derecho a la propiedad intelectual
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de resoluciones judiciales                                                                                                    , Caso específico de no realización del derecho a la cultura en términos de resoluciones judiciales
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de resoluciones judiciales                                                                                                    ," Falta de cumplimiento de resoluciones judiciales que respeten, protejan y garanticen el derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de resoluciones judiciales                                                                                                    ," Adopción de resoluciones judiciales regresivas en el respeto, protección y garantía del derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de resoluciones judiciales                                                                                                    ," Falta de adopción de resoluciones judiciales que respeten, protejan y garanticen el derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de legislación                                                                                                                , Caso específico de no realización del derecho a la cultura en términos de legislación
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de legislación                                                                                                                ," Falta de cumplimiento de la legislación que respete, proteja y garantice el derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de legislación                                                                                                                ," Adopción de  legislación regresiva en la protección, respeto y garantía del derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de legislación                                                                                                                ," Falta de adopción de legislación que respete, proteja y garantice el derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de políticas públicas                                                                                                         , Caso específico de no realización del derecho a la cultura en términos de políticas públicas
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de políticas públicas                                                                                                         ," Falta de implementación de políticas públicas que respeten, protejan y garanticen el derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de políticas públicas                                                                                                         ," Establecimiento de políticas públicas regresivas en cuanto al respeto, protección y garantía del derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la cultura en términos de políticas públicas                                                                                                         ," Falta de establecimiento de políticas públicas que respeten, protejan y garanticen el derecho a la cultura"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a la cultura                                                                              , Violaciones al derecho a la preservación de la cultura                                                                                                                        ,
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de resoluciones judiciales                                                                              , Caso específico de no realización del derecho al acceso a los servicios públicos en términos de resoluciones judiciales
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de resoluciones judiciales                                                                              ," Falta de cumplimiento de resoluciones judiciales que respeten, protejan y garanticen el derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de resoluciones judiciales                                                                              ," Adopción de resoluciones judiciales regresivas en el respeto, protección y garantía del derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de resoluciones judiciales                                                                              ," Falta de adopción de resoluciones judiciales que respeten, protejan y garanticen el derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de legislación                                                                                          ," Adopción de  legislación regresiva en la protección, respeto y garantía del derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de legislación                                                                                          , Caso específico de no realización del derecho al acceso a los servicios públicos en términos de legislación
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de legislación                                                                                          ," Falta de cumplimiento de la legislación que respete, proteja y garantice el derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de legislación                                                                                          ," Falta de adopción de legislación que respete, proteja y garantice el derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de políticas públicas                                                                                   , Caso específico de no realización del derecho al acceso a los servicios públicos en términos de políticas públicas
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de políticas públicas                                                                                   ," Falta de implementación de políticas públicas que respeten, protejan y garanticen el derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de políticas públicas                                                                                   ," Establecimiento de políticas públicas regresivas en cuanto al respeto, protección y garantía del derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho al acceso a los servicios públicos                                                        , Violaciones al derecho al acceso a los servicios públicos en términos de políticas públicas                                                                                   ," Falta de establecimiento de políticas públicas que respeten, protejan y garanticen el derecho al acceso a los servicios públicos"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de resoluciones judiciales                                                                          , Caso específico de no realización del derecho a las prestaciones de seguridad social en términos de resoluciones judiciales
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de resoluciones judiciales                                                                          ," Falta de cumplimiento de resoluciones judiciales que respeten, protejan y garanticen el derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de resoluciones judiciales                                                                          ," Adopción de resoluciones judiciales regresivas en el respeto, protección y garantía del derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de resoluciones judiciales                                                                          ," Falta de adopción de resoluciones judiciales que respeten, protejan y garanticen el derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de legislación                                                                                      , Caso específico de no realización del derecho a las prestaciones de seguridad social en términos de legislación
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de legislación                                                                                      ," Falta de cumplimiento de la legislación que respete, proteja y garantice el derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de legislación                                                                                      ," Adopción de  legislación regresiva en la protección, respeto y garantía del derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de legislación                                                                                      ," Falta de adopción de legislación que respete, proteja y garantice el derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de políticas públicas                                                                               , Caso específico de no realización del derecho a las prestaciones de seguridad social en términos de políticas públicas
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de políticas públicas                                                                               ," Falta de implementación de políticas públicas que respeten, protejan y garanticen el derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de políticas públicas                                                                               ," Establecimiento de políticas públicas regresivas en cuanto al respeto, protección y garantía del derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a las prestaciones de seguridad social                                                    , Violaciones al derecho a las prestaciones de seguridad social en términos de políticas públicas                                                                               ," Falta de establecimiento de políticas públicas que respeten, protejan y garanticen el derecho a las prestaciones de seguridad social"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a un medio ambiente sano                                                                  , Violaciones al derecho a un medio ambiente sano en términos de resoluciones judiciales                                                                                        ," Adopción de resoluciones judiciales regresivas en el respeto, protección y garantía del derecho a un medio ambiente sano"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a un medio ambiente sano                                                                  , Violaciones al derecho a un medio ambiente sano en términos de resoluciones judiciales                                                                                        , Caso específico de no realización del derecho a un medio ambiente sano en términos de resoluciones judiciales
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a un medio ambiente sano                                                                  , Violaciones al derecho a un medio ambiente sano en términos de resoluciones judiciales                                                                                        ," Falta de cumplimiento de resoluciones judiciales que respeten, protejan y garanticen el derecho a un medio ambiente sano"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a un medio ambiente sano                                                                  , Violaciones al derecho a un medio ambiente sano en términos de resoluciones judiciales                                                                                        ," Falta de adopción de resoluciones judiciales que respeten, protejan y garanticen el derecho a un medio ambiente sano"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a un medio ambiente sano                                                                  , Violaciones al derecho a un medio ambiente sano en términos de legislación                                                                                                    , Caso específico de no realización del derecho a un medio ambiente sano en términos de legislación
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a un medio ambiente sano                                                                  , Violaciones al derecho a un medio ambiente sano en términos de legislación                                                                                                    ," Falta de cumplimiento de la legislación que respete, proteja y garantice el derecho a un medio ambiente sano"
" Violaciones a los derechos económicos, sociales, culturales y ambientales ", Violaciones al derecho a un medio ambiente sano                                                                  , Violaciones al derecho a un medio ambiente sano en términos de legislación                                                                                                    ," Adopción de  legislación regresiva en la protección, respeto y garantía del derecho a un medio ambiente sano"
